51	BLN-KIK-A0050	1	1669561.07	5405926.34	46.81
52	BLN-KIK-A0051	1	1669365.54	5405931.55	48.6
53	BLN-KIK-A0052	1	1669191.18	5405944.08	49.63
54	BLN-KIK-A0053	1	1668999.89	5405957.82	49.79
55	BLN-KIK-A0054	1	1668821.85	5405970.99	50.71
56	BLN-KIK-A0055	1	1668624.34	5405985.62	50.7
57	BLN-KIK-A0056	1	1668431.61	5405998.75	51.87
58	BLN-KIK-A0057	1	1668254.52	5405934.97	53.03
59	BLN-KIK-A0058	1	1668049.82	5405861.98	53.7
60	BLN-KIK-A0059	1	1667864.95	5405795.36	54.56
61	BLN-KIK-A0060	1	1667710.71	5405740.48	55.2
62	BLN-KIK-A0061	1	1667537.74	5405678.25	55.59
63	BLN-KIK-A0062	1	1667362.18	5405615.43	56.49
64	BLN-KIK-A0063	1	1667181.87	5405550.57	57.15
65	BLN-KIK-A0064	1	1667006.14	5405487.76	58.02
66	BLN-KIK-A0065	1	1666832.61	5405425.23	57.84
67	BLN-KIK-A0066	1	1666639.96	5405356.45	58.59
68	BLN-KIK-A0067	1	1666467.89	5405294.92	59.83
69	BLN-KIK-A0068	1	1666280.94	5405227.59	60.93
70	BLN-KIK-A0069	1	1666104.75	5405164.5	61.5
71	BLN-KIK-A0070	1	1665931.44	5405102.36	61.71
72	BLN-KIK-A0071	1	1665760.95	5405041.49	62.16
73	BLN-KIK-A0072	1	1665564.59	5404970.77	63.13
74	BLN-KIK-A0073	1	1665372.26	5404901.91	63.94
75	BLN-KIK-A0074	1	1665199.93	5404840.31	65.06
76	BLN-KIK-A0075	1	1665033.44	5404780.46	65.69
77	BLN-KIK-A0076	1	1664781.76	5404690.36	76.17
78	BLN-KIK-A0077	1	1664598.13	5404657.49	77.07
79	BLN-KIK-A0078	1	1664388.73	5404621.16	78.78
80	BLN-KIK-A0079	1	1664189.15	5404586.08	79.8
81	BLN-KIK-A0080	1	1664024.03	5404557.06	79.03
82	BLN-KIK-A0081	1	1663853.05	5404527.27	79.64
83	BLN-KIK-A0082	1	1663634.05	5404487.92	81.21
84	BLN-KIK-A0083	1	1663457.12	5404355.97	84.79
85	BLN-KIK-A0084	1	1663302.24	5404240.35	87.3
86	BLN-KIK-A0085	1	1663159.85	5404133.83	88.84
87	BLN-KIK-A0086	1	1663003.97	5404017.18	90.95
88	BLN-KIK-A0087	1	1662856.25	5403906.58	90.92
89	BLN-KIK-A0088	1	1662718.36	5403788.48	92.59
90	BLN-KIK-A0089	1	1662580.08	5403670.15	93.44
91	BLN-KIK-A0090	1	1662433.57	5403544.61	94.32
92	BLN-KIK-A0091	1	1662290.03	5403421.71	95.64
93	BLN-KIK-A0092	1	1662158.12	5403308.09	94.49
94	BLN-KIK-A0093	1	1662018.3	5403188.9	95.87
95	BLN-KIK-A0094	1	1661879.48	5403070.04	96.8
96	BLN-KIK-A0095	1	1661737.39	5402947.58	98.22
97	BLN-KIK-A0096	1	1661592.66	5402824.0	98.33
98	BLN-KIK-A0097	1	1661442.88	5402697.03	98.27
99	BLN-KIK-A0098	1	1661294.72	5402568.87	97.46
100	BLN-KIK-A0099	1	1661141.52	5402438.37	96.87
101	BLN-KIK-A0100	1	1660979.52	5402299.01	102.11
102	BLN-KIK-A0101	1	1660948.97	5402273.22	102.09
103	BLN-KIK-A0102	1	1660698.9	5402058.87	114.49
104	BLN-KIK-A0103	1	1660515.89	5401935.7	115.16
105	BLN-KIK-A0104	1	1660341.11	5401818.45	116.03
106	BLN-KIK-A0105	1	1660191.38	5401717.79	117.81
107	BLN-KIK-A0106	1	1660049.29	5401622.13	118.79
108	BLN-KIK-A0107	1	1659909.39	5401528.28	119.42
109	BLN-KIK-A0108	1	1659760.34	5401428.17	119.95
110	BLN-KIK-A0109	1	1659633.19	5401342.63	121.13
111	BLN-KIK-A0110	1	1659477.27	5401237.78	123.13
112	BLN-KIK-A0111	1	1659322.59	5401133.99	125.04
113	BLN-KIK-A0112	1	1659164.41	5401028.03	125.94
114	BLN-KIK-A0113	1	1658891.8	5400956.33	200.68
115	BLN-KIK-A0114	1	1658780.89	5400945.51	222.89
116	BLN-KIK-A0115	1	1658124.95	5401026.89	241.57
117	BLN-KIK-A0116	1	1658023.77	5401038.71	264.62
118	BLN-KIK-A0117	1	1657925.38	5401051.85	286.28
119	BLN-KIK-A0118	1	1657704.61	5401079.38	300.45
120	BLN-KIK-A0119	1	1657544.21	5401096.39	273.12
121	BLN-KIK-A0120	1	1657006.11	5401155.42	244.25
122	BLN-KIK-A0121	1	1656768.6	5401181.21	234.08
123	BLN-KIK-A0122	1	1656616.42	5401198.61	224.6
124	BLN-KIK-A0123	1	1656424.15	5401174.74	209.81
125	BLN-KIK-A0124	1	1656272.04	5401155.58	208.38
126	BLN-KIK-A0125	1	1656116.92	5401137.43	212.65
127	BLN-KIK-A0126	1	1655949.72	5401116.1	215.39
128	BLN-KIK-A0127	1	1655603.79	5401073.31	211.22
129	BLN-KIK-A0128	1	1655409.87	5401048.37	211.96
130	BLN-KIK-A0129	1	1655341.75	5401040.68	213.89
131	BLN-KIK-A0130	1	1655124.69	5401013.63	218.81
132	BLN-KIK-A0131	1	1654977.62	5401026.89	197.32
133	BLN-KIK-A0132	1	1654872.55	5401037.03	181.95
134	BLN-KIK-A0133	1	1654340.51	5401085.22	192.69
135	BLN-KIK-A0134	1	1654233.31	5401095.43	183.06
136	BLN-KIK-A0135	1	1653933.69	5401122.66	188.89
137	BLN-KIK-A0136	1	1653814.01	5401144.3	168.08
138	BLN-KIK-A0137	1	1653664.24	5401171.2	150.79
139	BLN-KIK-A0138	1	1653152.72	5401264.52	194.47
140	BLN-KIK-A0139	1	1653078.86	5401278.1	193.62
141	BLN-KIK-A0140	1	1652902.12	5401334.14	168.27
142	BLN-KIK-A0141	1	1652736.23	5401386.64	141.94
143	BLN-KIK-A0142	1	1652433.68	5401483.58	145.34
144	BLN-KIK-A0143	1	1652222.21	5401437.7	131.86
145	BLN-KIK-A0144	1	1652046.03	5401399.85	132.85
146	BLN-KIK-A0145	1	1651866.1	5401360.34	133.5
147	BLN-KIK-A0146	1	1651782.72	5401342.2	134.09
148	BLN-KIK-A0147	1	1651631.56	5401328.16	135.4
149	BLN-KIK-A0148	1	1651471.22	5401312.93	136.15
150	BLN-KIK-A0149	1	1651301.51	5401322.5	136.8
151	BLN-KIK-A0150	1	1651134.53	5401350.04	136.88
152	BLN-KIK-A0151	1	1650933.18	5401385.3	135.28
153	BLN-KIK-A0152	1	1650746.58	5401418.08	135.73
154	BLN-KIK-A0153	1	1650566.34	5401449.37	136.83
155	BLN-KIK-A0154	1	1650387.33	5401480.95	138.01
156	BLN-KIK-A0155	1	1650170.36	5401519.11	138.89
157	BLN-KIK-A0156	1	1649916.87	5401423.26	138.9
158	BLN-KIK-A0157	1	1649769.11	5401366.94	137.82
159	BLN-KIK-A0158	1	1649578.01	5401294.63	138.02
160	BLN-KIK-A0159	1	1649472.21	5401254.56	141.91
161	BLN-KIK-A0160	1	1649303.51	5401190.4	143.05
162	BLN-KIK-A0161	1	1649156.11	5401150.16	143.86
163	BLN-KIK-A0162	1	1648980.44	5401102.6	141.18
164	BLN-KIK-A0163	1	1648831.7	5401062.17	141.8
165	BLN-KIK-A0164	1	1648663.11	5401016.41	142.61
166	BLN-KIK-A0165	1	1648507.33	5400974.11	143.28
167	BLN-KIK-A0166	1	1648347.47	5400930.77	144.32
168	BLN-KIK-A0167	1	1648172.72	5400883.77	144.88
169	BLN-KIK-A0168	1	1648014.47	5400841.24	145.9
170	BLN-KIK-A0169	1	1647878.43	5400803.75	146.96
171	BLN-KIK-A0170	1	1647716.6	5400759.42	147.78
172	BLN-KIK-A0171	1	1647517.73	5400705.88	148.75
173	BLN-KIK-A0172	1	1647369.33	5400665.96	149.04
174	BLN-KIK-A0173	1	1647200.38	5400620.48	149.82
175	BLN-KIK-A0174	1	1647039.02	5400594.27	151.54
176	BLN-KIK-A0175	1	1646847.86	5400565.67	151.54
177	BLN-KIK-A0176	1	1646681.14	5400539.46	151.72
178	BLN-KIK-A0177	1	1646495.94	5400510.74	152.88
179	BLN-KIK-A0178	1	1646323.93	5400483.98	153.57
180	BLN-KIK-A0179	1	1646145.06	5400455.9	154.37
181	BLN-KIK-A0180	1	1645981.71	5400430.87	155.27
182	BLN-KIK-A0181	1	1645809.1	5400403.79	156.83
183	BLN-KIK-A0182	1	1645643.32	5400355.23	157.77
184	BLN-KIK-A0183	1	1645460.81	5400301.22	158.63
185	BLN-KIK-A0184	1	1645293.21	5400252.55	159.56
186	BLN-KIK-A0185	1	1645140.52	5400201.05	160.19
187	BLN-KIK-A0186	1	1644997.32	5400152.52	161.11
188	BLN-KIK-A0187	1	1644875.38	5400112.67	161.59
189	BLN-KIK-A0188	1	1644717.53	5400059.75	163.08
190	BLN-KIK-A0189	1	1644556.05	5399978.32	164.0
191	BLN-KIK-A0190	1	1644407.7	5399904.83	164.78
192	BLN-KIK-A0191	1	1644241.51	5399821.55	165.67
193	BLN-KIK-A0192	1	1644138.63	5399770.28	166.31
194	BLN-KIK-A0193	1	1644008.98	5399705.05	167.1
195	BLN-KIK-A0194	1	1643862.05	5399631.52	168.51
196	BLN-KIK-A0195	1	1643710.6	5399555.25	169.41
197	BLN-KIK-A0196	1	1643570.26	5399458.57	170.14
198	BLN-KIK-A0197	1	1643434.0	5399363.86	170.88
199	BLN-KIK-A0198	1	1643299.36	5399270.75	172.93
200	BLN-KIK-A0199	1	1643140.62	5399160.23	173.86
201	BLN-KIK-A0200	1	1642984.11	5399050.78	175.75
202	BLN-KIK-A0201	1	1642861.36	5398966.51	176.01
203	BLN-KIK-A0202	1	1642689.83	5398849.28	177.61
204	BLN-KIK-A0203	1	1642527.96	5398739.04	178.37
205	BLN-KIK-A0204	1	1642383.15	5398640.73	177.95
206	BLN-KIK-A0205	1	1642253.48	5398550.78	179.6
207	BLN-KIK-A0206	1	1642132.22	5398469.36	180.64
208	BLN-KIK-A0207	1	1641977.25	5398401.61	181.88
209	BLN-KIK-A0208	1	1641799.61	5398324.05	183.21
210	BLN-KIK-A0209	1	1641624.04	5398248.57	184.23
211	BLN-KIK-A0210	1	1641423.47	5398162.05	183.74
212	BLN-KIK-A0211	1	1641280.32	5398063.83	184.13
213	BLN-KIK-A0212	1	1641174.03	5397990.65	185.52
214	BLN-KIK-A0213	1	1641049.08	5397905.39	186.22
215	BLN-KIK-A0214	1	1640915.84	5397814.19	188.97
216	BLN-KIK-A0215	1	1640751.17	5397704.38	188.59
217	BLN-KIK-A0216	1	1640600.38	5397603.75	189.22
218	BLN-KIK-A0217	1	1640457.67	5397508.51	190.46
219	BLN-KIK-A0218	1	1640309.01	5397409.22	192.58
220	BLN-KIK-A0219	1	1640151.29	5397304.39	192.55
221	BLN-KIK-A0220	1	1640008.6	5397208.54	192.92
222	BLN-KIK-A0221	1	1639848.38	5397102.45	194.99
223	BLN-KIK-A0222	1	1639701.41	5397004.85	196.03
224	BLN-KIK-A0223	1	1639556.26	5396907.67	197.14
225	BLN-KIK-A0224	1	1639399.13	5396803.22	198.92
226	BLN-KIK-A0225	1	1639256.53	5396708.09	200.43
227	BLN-KIK-A0226	1	1639093.72	5396625.89	201.22
228	BLN-KIK-A0227	1	1638931.61	5396544.04	202.7
229	BLN-KIK-A0228	1	1638761.91	5396458.05	204.22
230	BLN-KIK-A0229	1	1638597.43	5396374.92	204.72
231	BLN-KIK-A0230	1	1638422.81	5396287.06	206.74
232	BLN-KIK-A0231	1	1638270.25	5396232.54	207.84
233	BLN-KIK-A0232	1	1638135.1	5396184.4	208.43
234	BLN-KIK-A0233	1	1637978.67	5396128.09	209.54
235	BLN-KIK-A0234	1	1637784.37	5396058.56	210.99
236	BLN-KIK-A0235	1	1637597.18	5396011.49	212.19
237	BLN-KIK-A0236	1	1637435.01	5395970.57	213.21
238	BLN-KIK-A0237	1	1637248.54	5395923.81	213.44
239	BLN-KIK-A0238	1	1637057.03	5395898.86	215.43
240	BLN-KIK-A0239	1	1636882.21	5395876.2	216.38
241	BLN-KIK-A0240	1	1636703.52	5395853.34	217.73
242	BLN-KIK-A0241	1	1636539.19	5395832.16	218.67
243	BLN-KIK-A0242	1	1636355.64	5395826.6	219.05
244	BLN-KIK-A0243	1	1636187.22	5395821.54	220.77
245	BLN-KIK-A0244	1	1635962.24	5395814.61	218.97
246	BLN-KIK-A0245	1	1635834.71	5395734.92	219.69
247	BLN-KIK-A0246	1	1635697.11	5395648.79	221.06
248	BLN-KIK-A0247	1	1635540.68	5395551.01	221.89
249	BLN-KIK-A0248	1	1635380.71	5395450.79	222.94
250	BLN-KIK-A0249	1	1635219.65	5395349.75	224.0
251	BLN-KIK-A0250	1	1635069.32	5395231.67	225.1
252	BLN-KIK-A0251	1	1634920.1	5395114.79	229.53
253	BLN-KIK-A0252	1	1634813.45	5395030.41	230.64
254	BLN-KIK-A0253	1	1634715.87	5394954.22	233.82
255	BLN-KIK-A0254	1	1634503.08	5394828.79	228.66
256	BLN-KIK-A0255	1	1634340.25	5394726.94	230.86
257	BLN-KIK-A0256	1	1634187.8	5394631.69	232.49
258	BLN-KIK-A0257	1	1634042.07	5394540.73	232.27
259	BLN-KIK-A0258	1	1633935.77	5394474.73	232.8
260	BLN-KIK-A0259	1	1633770.64	5394371.37	234.52
261	BLN-KIK-A0260	1	1633617.52	5394275.6	235.01
262	BLN-KIK-A0261	1	1633464.51	5394180.18	235.54
263	BLN-KIK-A0262	1	1633332.85	5394097.45	236.05
264	BLN-KIK-A0263	1	1633189.8	5394008.53	237.52
265	BLN-KIK-A0264	1	1633120.87	5393965.86	237.98
266	BLN-KIK-A0265	1	1632908.67	5393832.81	247.81
267	BLN-KIK-A0266	1	1632756.67	5393724.79	248.05
268	BLN-KIK-A0267	1	1632608.61	5393618.88	249.64
269	BLN-KIK-A0268	1	1632492.5	5393536.61	250.81
270	BLN-KIK-A0269	1	1632358.4	5393441.19	250.55
271	BLN-KIK-A0270	1	1632275.01	5393381.84	249.58
272	BLN-KIK-A0271	1	1632151.74	5393336.88	250.63
273	BLN-KIK-A0272	1	1631982.92	5393274.59	251.9
274	BLN-KIK-A0273	1	1631809.61	5393211.3	253.79
275	BLN-KIK-A0274	1	1631624.49	5393143.79	254.88
276	BLN-KIK-A0275	1	1631473.41	5393088.4	255.7
277	BLN-KIK-A0276	1	1631327.16	5393035.08	255.96
278	BLN-KIK-A0277	1	1631196.27	5392987.06	256.99
279	BLN-KIK-A0278	1	1631057.19	5392936.25	257.68
280	BLN-KIK-A0279	1	1630896.5	5392903.14	261.32
281	BLN-KIK-A0280	1	1630751.67	5392873.4	262.37
282	BLN-KIK-A0281	1	1630564.63	5392834.69	262.94
283	BLN-KIK-A0282	1	1630422.59	5392805.25	263.96
284	BLN-KIK-A0283	1	1630253.76	5392770.71	265.01
285	BLN-KIK-A0284	1	1630075.2	5392733.76	266.35
286	BLN-KIK-A0285	1	1629891.68	5392695.9	266.98
287	BLN-KIK-A0286	1	1629781.71	5392681.29	265.06
288	BLN-KIK-A0287	1	1629559.76	5392650.9	261.82
289	BLN-KIK-A0288	1	1629377.59	5392626.66	262.96
290	BLN-KIK-A0289	1	1629230.35	5392606.59	264.18
291	BLN-KIK-A0290	1	1629063.44	5392584.2	265.38
292	BLN-KIK-A0291	1	1628941.75	5392518.3	268.51
293	BLN-KIK-A0292	1	1628826.31	5392456.2	269.62
294	BLN-KIK-A0293	1	1628651.99	5392361.23	270.63
295	BLN-KIK-A0294	1	1628492.47	5392274.98	272.03
296	BLN-KIK-A0295	1	1628336.68	5392189.68	272.94
297	BLN-KIK-A0296	1	1628177.45	5392104.17	274.49
298	BLN-KIK-A0297	1	1628017.66	5392017.87	276.16
299	BLN-KIK-A0298	1	1627852.98	5391928.46	277.31
300	BLN-KIK-A0299	1	1627689.84	5391840.05	278.62
301	BLN-KIK-A0300	1	1627546.74	5391762.81	279.92
302	BLN-KIK-A0301	1	1627424.71	5391676.52	280.99
303	BLN-KIK-A0302	1	1627290.32	5391550.57	282.7
304	BLN-KIK-A0303	1	1627164.93	5391399.17	284.15
305	BLN-KIK-A0304	1	1627053.67	5391266.27	285.41
306	BLN-KIK-A0305	1	1626933.75	5391122.75	287.0
307	BLN-KIK-A0306	1	1626787.1	5390998.43	288.41
308	BLN-KIK-A0307	1	1626654.11	5390889.57	288.54
309	BLN-KIK-A0308	1	1626539.34	5390795.38	290.52
310	BLN-KIK-A0309	1	1626441.81	5390715.71	291.2
311	BLN-KIK-A0310	1	1626320.56	5390616.49	290.95
312	BLN-KIK-A0311	1	1626188.38	5390532.1	293.63
313	BLN-KIK-A0312	1	1626025.49	5390427.66	294.05
314	BLN-KIK-A0313	1	1625862.1	5390323.15	297.03
315	BLN-KIK-A0314	1	1625711.21	5390226.84	297.8
316	BLN-KIK-A0315	1	1625559.99	5390130.69	298.85
317	BLN-KIK-A0316	1	1625399.6	5390027.73	298.82
318	BLN-KIK-A0317	1	1625231.38	5389920.44	301.51
319	BLN-KIK-A0318	1	1625091.15	5389830.77	303.73
320	BLN-KIK-A0319	1	1624927.95	5389726.86	304.85
321	BLN-KIK-A0320	1	1624758.73	5389654.91	306.26
322	BLN-KIK-A0321	1	1624580.48	5389579.13	307.73
323	BLN-KIK-A0322	1	1624405.93	5389505.06	308.32
324	BLN-KIK-A0323	1	1624231.48	5389430.95	309.82
325	BLN-KIK-A0324	1	1624045.32	5389396.49	311.12
326	BLN-KIK-A0325	1	1623865.36	5389363.14	312.96
327	BLN-KIK-A0326	1	1623677.35	5389328.15	314.31
328	BLN-KIK-A0327	1	1623498.32	5389295.11	315.71
329	BLN-KIK-A0328	1	1623313.28	5389261.15	317.57
330	BLN-KIK-A0329	1	1623125.29	5389226.2	318.64
331	BLN-KIK-A0330	1	1622937.97	5389191.72	320.14
332	BLN-KIK-A0331	1	1622764.01	5389159.5	320.57
333	BLN-KIK-A0332	1	1622584.97	5389126.3	322.48
334	BLN-KIK-A0333	1	1622370.38	5389086.52	323.51
335	BLN-KIK-A0334	1	1622189.83	5389053.18	324.68
336	BLN-KIK-A0335	1	1622013.47	5389020.72	325.97
337	BLN-KIK-A0336	1	1621846.11	5388990.08	327.22
338	BLN-KIK-A0337	1	1621665.77	5388956.55	329.04
339	BLN-KIK-A0338	1	1621474.34	5388921.3	329.75
340	BLN-KIK-A0339	1	1621293.19	5388888.06	331.27
341	BLN-KIK-A0340	1	1621103.21	5388852.66	333.11
342	BLN-KIK-A0341	1	1620924.72	5388819.69	334.98
343	BLN-KIK-A0342	1	1620741.91	5388785.7	336.53
344	BLN-KIK-A0343	1	1620532.93	5388747.11	339.16
345	BLN-KIK-A0344	1	1620319.02	5388707.57	340.15
346	BLN-KIK-A0345	1	1620148.22	5388676.19	342.31
347	BLN-KIK-A0346	1	1619982.87	5388645.34	344.01
348	BLN-KIK-A0347	1	1619801.86	5388612.21	344.37
349	BLN-KIK-A0348	1	1619636.59	5388581.53	345.99
350	BLN-KIK-A0349	1	1619436.95	5388544.6	347.31
351	BLN-KIK-A0350	1	1619118.01	5388485.62	378.76
352	BLN-KIK-A0351	1	1619014.74	5388436.67	392.15
353	BLN-KIK-A0352	1	1618819.71	5388322.23	398.32
354	BLN-KIK-A0353	1	1618663.99	5388231.4	401.4
355	BLN-KIK-A0354	1	1618544.33	5388161.51	401.82
356	BLN-KIK-A0355	1	1618437.29	5388099.07	386.39
357	BLN-KIK-A0356	1	1618230.86	5387978.22	371.61
358	BLN-KIK-A0357	1	1618042.12	5387867.76	372.67
359	BLN-KIK-A0358	1	1617919.94	5387795.75	370.17
360	BLN-KIK-A0359	1	1617758.3	5387702.04	372.17
361	BLN-KIK-A0360	1	1617616.43	5387618.5	371.41
362	BLN-KIK-A0361	1	1617520.93	5387562.33	370.38
363	BLN-KIK-A0362	1	1617364.26	5387470.9	370.72
364	BLN-KIK-A0363	1	1617245.08	5387358.49	372.05
365	BLN-KIK-A0364	1	1617100.42	5387223.4	376.69
366	BLN-KIK-A0365	1	1617006.83	5387061.28	375.82
367	BLN-KIK-A0366	1	1616909.47	5386891.51	378.16
368	BLN-KIK-AARGG1	1	1616834.15	5386760.08	379.29
401	BLN-KIK-AARGG6	2	1616827.73	5386749.04	379.37
402	BLN-KIK-A0367	2	1616723.47	5386567.75	381.8
403	BLN-KIK-A0368	2	1616624.06	5386393.69	383.68
404	BLN-KIK-A0369	2	1616525.24	5386222.36	386.17
405	BLN-KIK-A0370	2	1616437.62	5386069.65	387.38
406	BLN-KIK-A0371	2	1616349.85	5385917.91	389.88
407	BLN-KIK-A0372	2	1616265.49	5385769.92	391.09
408	BLN-KIK-A0373	2	1616178.52	5385618.32	392.48
409	BLN-KIK-A0374	2	1616063.43	5385516.0	394.14
410	BLN-KIK-A0375	2	1615927.74	5385396.17	392.59
411	BLN-KIK-A0376	2	1615796.74	5385287.42	383.6
412	BLN-KIK-A0377	2	1615328.65	5384905.02	468.55
413	BLN-KIK-A0378	2	1615244.7	5384869.11	473.33
414	BLN-KIK-A0379	2	1615078.3	5384850.06	476.74
415	BLN-KIK-A0380	2	1614939.53	5384833.95	470.58
416	BLN-KIK-A0381	2	1614586.26	5384779.26	454.97
417	BLN-KIK-A0382	2	1614436.92	5384742.11	464.0
418	BLN-KIK-A0383	2	1614274.4	5384683.58	467.07
419	BLN-KIK-A0384	2	1614150.28	5384638.7	462.63
420	BLN-KIK-A0385	2	1613972.18	5384573.85	453.34
421	BLN-KIK-A0386	2	1613807.26	5384514.06	453.11
422	BLN-KIK-A0387	2	1613679.99	5384468.08	452.63
423	BLN-KIK-A0388	2	1613530.86	5384413.84	451.27
424	BLN-KIK-A0389	2	1613263.77	5384316.72	460.81
425	BLN-KIK-A0390	2	1613110.6	5384260.99	466.72
426	BLN-KIK-A0391	2	1612971.44	5384210.46	470.72
427	BLN-KIK-A0392	2	1612797.03	5384147.21	469.83
428	BLN-KIK-A0393	2	1612582.72	5384069.6	475.38
429	BLN-KIK-A0394	2	1612419.44	5384010.51	474.99
430	BLN-KIK-A0395	2	1612176.31	5383922.12	472.39
431	BLN-KIK-A0396	2	1611979.38	5383850.43	468.6
432	BLN-KIK-A0397	2	1611817.65	5383791.52	466.95
433	BLN-KIK-A0398	2	1611527.82	5383686.29	464.75
434	BLN-KIK-A0399	2	1611431.11	5383651.2	473.31
435	BLN-KIK-A0400	2	1611326.43	5383613.3	475.11
436	BLN-KIK-A0401	2	1611234.67	5383579.27	469.93
437	BLN-KIK-A0402	2	1611066.93	5383518.98	457.36
438	BLN-KIK-A0403	2	1610958.85	5383479.34	451.82
439	BLN-KIK-A0404	2	1610821.52	5383429.43	438.43
440	BLN-KIK-A0405	2	1610578.29	5383341.64	421.06
441	BLN-KIK-A0406	2	1610394.28	5383274.33	419.98
442	BLN-KIK-A0407	2	1610233.07	5383271.96	412.22
443	BLN-KIK-A0408	2	1610006.67	5383269.13	415.01
444	BLN-KIK-A0409	2	1609700.27	5383265.46	412.69
445	BLN-KIK-A0410	2	1609408.47	5383261.0	423.03
446	BLN-KIK-A0411	2	1608946.95	5383254.56	494.39
447	BLN-KIK-A0412	2	1608683.7	5383070.62	497.96
448	BLN-KIK-A0413	2	1608561.94	5382985.81	496.67
449	BLN-KIK-A0414	2	1608403.03	5382874.83	493.88
450	BLN-KIK-A0415	2	1608240.45	5382761.26	479.04
451	BLN-KIK-A0416	2	1608130.26	5382684.4	473.32
452	BLN-KIK-A0417	2	1608020.41	5382607.38	465.1
453	BLN-KIK-A0418	2	1607905.18	5382527.22	462.79
454	BLN-KIK-A0419	2	1607700.5	5382384.35	462.99
455	BLN-KIK-A0420	2	1607385.28	5382254.45	453.2
456	BLN-KIK-A0421	2	1607194.39	5382175.62	454.07
457	BLN-KIK-A0422	2	1607013.39	5382100.8	453.95
458	BLN-KIK-A0423	2	1606851.28	5382024.04	454.78
459	BLN-KIK-A0424	2	1606701.26	5381952.9	456.53
460	BLN-KIK-A0425	2	1606442.65	5381831.22	459.26
461	BLN-KIK-A0426	2	1606275.73	5381773.01	460.41
462	BLN-KIK-A0427	2	1606114.46	5381717.52	462.58
463	BLN-KIK-A0428	2	1605946.14	5381659.76	463.92
464	BLN-KIK-A0429	2	1605785.99	5381593.78	465.07
465	BLN-KIK-A0430	2	1605619.72	5381524.91	467.52
466	BLN-KIK-A0431	2	1605449.49	5381454.42	469.14
467	BLN-KIK-A0432	2	1605284.29	5381386.23	469.53
468	BLN-KIK-A0433	2	1605131.76	5381323.0	471.27
469	BLN-KIK-A0434	2	1604981.34	5381260.92	472.22
